id,create_date,create_timestamp,label,video_views,http_status,collection_datetime_utc,path,ocr
v0f025gc0000ct9n107og65q6luumu10,2024-12-06T21:51:23,1733521883,Paid Partnership,0-1K,,,,
v24044gl0000ct9n0unog65jma8qlhag,2024-12-06T21:46:04,1733521564,Promotional Content,0-1K,,,,
v24044gl0000ct9mtrvog65h4lc0bfkg,2024-12-06T21:44:17,1733521457,Promotional Content,0-1K,,,,
v24044gl0000ct9mq0nog65ghifoticg,2024-12-06T21:32:26,1733520746,Paid Partnership,10K-100K,,,,
v24044gl0000ct9mo57og65oeis9g2k0,2024-12-06T21:30:27,1733520627,Promotional Content,0-1K,,,,
v24044gl0000ct9mn6fog65rnvrti230,2024-12-06T21:27:54,1733520474,Promotional Content,0-1K,,,,
v24044gl0000ct9mm87og65sa9l1v6sg,2024-12-06T21:24:33,1733520273,Promotional Content,0-1K,,,,
v24044gl0000ct9mld7og65ur2lkogd0,2024-12-06T21:23:16,1733520196,Promotional Content,0-1K,,,,
v24044gl0000ct9mikvog65lv4gog9eg,2024-12-06T21:17:16,1733519836,Promotional Content,0-1K,,,,
v24044gl0000ct9m9s7og65pll2gbc70,2024-12-06T21:09:48,1733519388,Promotional Content,0-1K,,,,
v24044gl0000ct9mfgnog65lqnkdp1a0,2024-12-06T21:09:25,1733519365,Promotional Content,0-1K,,,,
v24044gl0000ct9mdpnog65hgn831ukg,2024-12-06T21:06:54,1733519214,Promotional Content,0-1K,,,,
v24044gl0000ct9m9p7og65h4lbus8n0,2024-12-06T21:05:47,1733519147,Paid Partnership,1M-10M,,,,
v24044gl0000ct9m9vnog65kq9ot45lg,2024-12-06T21:00:15,1733518815,Paid Partnership,1K-10K,,,,
v24044gl0000ct9m6r7og65lo5hta4o0,2024-12-06T20:51:29,1733518289,Promotional Content,100K-200K,,,,
v24044gl0000ct9lvuvog65qungoo8r0,2024-12-06T20:42:33,1733517753,Promotional Content,0-1K,,,,
v24044gl0000ct9l797og65qfpt2iggg,2024-12-06T19:44:48,1733514288,Promotional Content,1K-10K,,,,
v24044gl0000ct9l40vog65ku3jk99c0,2024-12-06T19:41:44,1733514104,Promotional Content,10K-100K,,,,
v24044gl0000ct9l6f7og65h4lbs2fr0,2024-12-06T19:41:07,1733514067,Promotional Content,1K-10K,,,,
v24044gl0000ct9l23nog65kmf5cpdlg,2024-12-06T19:33:03,1733513583,Promotional Content,0-1K,,,,
v24044gl0000ct9ks1vog65quvcoeff0,2024-12-06T19:24:55,1733513095,Paid Partnership,0-1K,,,,
v24044gl0000ct9ktgvog65ghifk6qp0,2024-12-06T19:24:02,1733513042,Promotional Content,1K-10K,,,,
v24044gl0000ct9kt0nog65rb1tdu0l0,2024-12-06T19:22:57,1733512977,Promotional Content,0-1K,,,,
v0f300gc0001ct9kttnog65siscddq5g,2024-12-06T19:22:40,1733512960,Promotional Content,0-1K,,,,
v24044gl0000ct9f5a7og65pcvmfdg80,2024-12-06T12:48:50,1733489330,Promotional Content,0-1K,,,,
